,File.accession,File.format,Output.type,Experiment.accession,Assay,Biosample.term.id,Biosample.term.name,Biosample.type,Biosample.organism,Biosample.treatments,Biosample.treatments.amount,Biosample.treatments.duration,Experiment.target,Library.made.from,Library.depleted.in,Library.extraction.method,Library.lysis.method,Library.crosslinking.method,Library.strand.specific,Experiment.date.released,Project,RBNS.protein.concentration,Library.fragmentation.method,Library.size.range,Biological.replicate.s.,Technical.replicate,Read.length,Mapped.read.length,Run.type,Paired.end,Paired.with,Derived.from,Size,Lab,md5sum,dbxrefs,File.download.URL,Assembly,Platform,Controlled.by,File.Status,Audit.WARNING,Audit.INTERNAL_ACTION,Audit.NOT_COMPLIANT,Audit.ERROR
1761,ENCFF163MNR,bed bedMethyl,methylation state at CHG,ENCSR663MXB,whole-genome shotgun bisulfite sequencing,CL:0000084,T-cell,primary cell,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF845DYE",2636159194,ENCODE Processing Pipeline,545e8e082210b755f420fb41403bb346,,https://www.encodeproject.org/files/ENCFF163MNR/@@download/ENCFF163MNR.bed.gz,GRCh38,,NA,released,,,,
2063,ENCFF497RCO,bed bedMethyl,methylation state at CHG,ENCSR806NNG,whole-genome shotgun bisulfite sequencing,UBERON:0000473,testis,tissue,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,1/18/18,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF347YMS",2731165685,ENCODE Processing Pipeline,82d10af40f98baff4edbdeb2480ef12e,,https://www.encodeproject.org/files/ENCFF497RCO/@@download/ENCFF497RCO.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
2500,ENCFF507JBR,bed bedMethyl,methylation state at CHG,ENCSR011HZJ,whole-genome shotgun bisulfite sequencing,UBERON:0000473,testis,tissue,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,1/18/18,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF021VWF, ENCFF161MAN",2574312393,ENCODE Processing Pipeline,4d60fa710f45c7eb36acb6226c8b36b5,,https://www.encodeproject.org/files/ENCFF507JBR/@@download/ENCFF507JBR.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
1389,ENCFF481RBU,bed bedMethyl,methylation state at CHG,ENCSR724NZL,whole-genome shotgun bisulfite sequencing,UBERON:0002370,thymus,tissue,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF545OQL",2521489458,ENCODE Processing Pipeline,8995c988e8b054ebe55e430c9c72e5ac,,https://www.encodeproject.org/files/ENCFF481RBU/@@download/ENCFF481RBU.bed.gz,GRCh38,,NA,released,,,,
2163,ENCFF430MOL,bed bedMethyl,methylation state at CHG,ENCSR914REH,whole-genome shotgun bisulfite sequencing,UBERON:0002370,thymus,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF246HVP, ENCFF296OAY, ENCFF674DYK",2801502358,ENCODE Processing Pipeline,32912141f73c3e977d3b26dac5b57651,,https://www.encodeproject.org/files/ENCFF430MOL/@@download/ENCFF430MOL.bed.gz,GRCh38,,NA,released,,,,
3053,ENCFF726QXC,bed bedMethyl,methylation state at CHG,ENCSR403DTW,whole-genome shotgun bisulfite sequencing,UBERON:0002046,thyroid gland,tissue,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,12/4/17,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF360RJH",2705745834,ENCODE Processing Pipeline,70cb51d9d40478cc57799d5eba19f0eb,,https://www.encodeproject.org/files/ENCFF726QXC/@@download/ENCFF726QXC.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
3280,ENCFF867USJ,bed bedMethyl,methylation state at CHG,ENCSR601MHU,whole-genome shotgun bisulfite sequencing,UBERON:0002046,thyroid gland,tissue,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,12/13/17,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF975CHZ",2707632422,ENCODE Processing Pipeline,0159c731fa76785b226940fdc1d36130,,https://www.encodeproject.org/files/ENCFF867USJ/@@download/ENCFF867USJ.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
442,ENCFF900SVP,bed bedMethyl,methylation state at CHG,ENCSR752OCM,whole-genome shotgun bisulfite sequencing,UBERON:0001323,tibial nerve,tissue,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,1/18/18,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF107WIQ, ENCFF161MAN",2732387343,ENCODE Processing Pipeline,5340336987fe5dd094dab6da48124656,,https://www.encodeproject.org/files/ENCFF900SVP/@@download/ENCFF900SVP.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
476,ENCFF759UUY,bed bedMethyl,methylation state at CHG,ENCSR658MZU,whole-genome shotgun bisulfite sequencing,UBERON:0001323,tibial nerve,tissue,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,1/22/18,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF480VWO",2712235777,ENCODE Processing Pipeline,0238a033ba10e91e180db772dd90a83d,,https://www.encodeproject.org/files/ENCFF759UUY/@@download/ENCFF759UUY.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
2415,ENCFF962JBN,bed bedMethyl,methylation state at CHG,ENCSR551AYL,whole-genome shotgun bisulfite sequencing,CL:0000351,trophoblast cell,in vitro differentiated cells,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,2,NA,NA,NA,,,,"ENCFF087DRH, ENCFF246HVP, ENCFF314DLK, ENCFF699YEO",2170919857,ENCODE Processing Pipeline,2a41bbaa4543f4d58b3e339928b6a232,,https://www.encodeproject.org/files/ENCFF962JBN/@@download/ENCFF962JBN.bed.gz,GRCh38,,NA,released,,,insufficient read length,extremely low coverage
2420,ENCFF956JRV,bed bedMethyl,methylation state at CHG,ENCSR551AYL,whole-genome shotgun bisulfite sequencing,CL:0000351,trophoblast cell,in vitro differentiated cells,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF082VXQ, ENCFF183TYS, ENCFF240WPQ, ENCFF246HVP",2183745897,ENCODE Processing Pipeline,1cf7476e7f6febb8b5a4b1528bb97963,,https://www.encodeproject.org/files/ENCFF956JRV/@@download/ENCFF956JRV.bed.gz,GRCh38,,NA,released,,,insufficient read length,extremely low coverage
3018,ENCFF894SZK,bed bedMethyl,methylation state at CHG,ENCSR224CTR,whole-genome shotgun bisulfite sequencing,UBERON:0008952,upper lobe of left lung,tissue,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,12/4/17,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF256KGO",2686586948,ENCODE Processing Pipeline,51b4c6f742e5505f160483a233bba075,,https://www.encodeproject.org/files/ENCFF894SZK/@@download/ENCFF894SZK.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
3173,ENCFF311XOU,bed bedMethyl,methylation state at CHG,ENCSR674VXR,whole-genome shotgun bisulfite sequencing,UBERON:0008952,upper lobe of left lung,tissue,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,1/9/18,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF071PJF, ENCFF161MAN",2674369784,ENCODE Processing Pipeline,6093dd82d8a3183832654090e852e107,,https://www.encodeproject.org/files/ENCFF311XOU/@@download/ENCFF311XOU.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
1294,ENCFF982BAD,bed bedMethyl,methylation state at CHG,ENCSR556KEJ,whole-genome shotgun bisulfite sequencing,UBERON:0002048,lung,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF036ODG, ENCFF246HVP, ENCFF780CEC",2866848600,ENCODE Processing Pipeline,5f75f8725191e532ab635783f2bd3b98,,https://www.encodeproject.org/files/ENCFF982BAD/@@download/ENCFF982BAD.bed.gz,GRCh38,,NA,released,,,,
1330,ENCFF195FUI,bed bedMethyl,methylation state at CHG,ENCSR141JKC,whole-genome shotgun bisulfite sequencing,UBERON:0008450,psoas muscle,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF246HVP, ENCFF308URY, ENCFF812REK",2630814798,ENCODE Processing Pipeline,3833f06a2a54a82fc725a015761310d6,,https://www.encodeproject.org/files/ENCFF195FUI/@@download/ENCFF195FUI.bed.gz,GRCh38,,NA,released,,,,
1533,ENCFF546PSU,bed bedMethyl,methylation state at CHG,ENCSR634GFF,whole-genome shotgun bisulfite sequencing,UBERON:0001043,esophagus,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF246HVP, ENCFF247LYJ, ENCFF794BXD",2640879724,ENCODE Processing Pipeline,dfb494b383467b74954225b12e9a2654,,https://www.encodeproject.org/files/ENCFF546PSU/@@download/ENCFF546PSU.bed.gz,GRCh38,,NA,released,,,,
2025,ENCFF789XRU,bed bedMethyl,methylation state at CHG,ENCSR517TCG,whole-genome shotgun bisulfite sequencing,UBERON:0001013,adipose tissue,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF069MOF, ENCFF246HVP, ENCFF420PTH",2642351094,ENCODE Processing Pipeline,b3b89464d3c764be6a1d05a7adf1eb11,,https://www.encodeproject.org/files/ENCFF789XRU/@@download/ENCFF789XRU.bed.gz,GRCh38,,NA,released,,,,
2192,ENCFF204VWK,bed bedMethyl,methylation state at CHG,ENCSR357BWB,whole-genome shotgun bisulfite sequencing,UBERON:0002108,small intestine,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF246HVP, ENCFF675AAS, ENCFF969EWC",2601901656,ENCODE Processing Pipeline,0ea634b9fefe9210a7f33b499c4bc534,,https://www.encodeproject.org/files/ENCFF204VWK/@@download/ENCFF204VWK.bed.gz,GRCh38,,NA,released,,,,
3298,ENCFF587YTJ,bed bedMethyl,methylation state at CHH,ENCSR481JIW,whole-genome shotgun bisulfite sequencing,EFO:0001086,A549,cell line,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,12/4/17,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF304DGQ",8571134994,ENCODE Processing Pipeline,ba321ddaa80b001dcf8e341117082ce9,,https://www.encodeproject.org/files/ENCFF587YTJ/@@download/ENCFF587YTJ.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
3306,ENCFF205ZCQ,bed bedMethyl,methylation state at CHH,ENCSR481JIW,whole-genome shotgun bisulfite sequencing,EFO:0001086,A549,cell line,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,12/4/17,ENCODE,NA,NA,NA,2,NA,NA,NA,,,,"ENCFF161MAN, ENCFF885KWQ",8559603866,ENCODE Processing Pipeline,0867aade5b5e27134e128e33b6c0ff3f,,https://www.encodeproject.org/files/ENCFF205ZCQ/@@download/ENCFF205ZCQ.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
140,ENCFF112SWY,bed bedMethyl,methylation state at CHH,ENCSR608JPV,whole-genome shotgun bisulfite sequencing,UBERON:0001013,adipose tissue,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF246HVP, ENCFF501PAS, ENCFF502RJT",8393143849,ENCODE Processing Pipeline,924d0060fbe2b01d34a951b3f00470ab,,https://www.encodeproject.org/files/ENCFF112SWY/@@download/ENCFF112SWY.bed.gz,GRCh38,,NA,released,,,,
187,ENCFF631CXH,bed bedMethyl,methylation state at CHH,ENCSR681FHD,whole-genome shotgun bisulfite sequencing,UBERON:0002369,adrenal gland,tissue,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF285ZGH",7632929869,ENCODE Processing Pipeline,a26158e7f8dfa27e6990d53f284e045d,,https://www.encodeproject.org/files/ENCFF631CXH/@@download/ENCFF631CXH.bed.gz,GRCh38,,NA,released,,,,
1801,ENCFF726TSI,bed bedMethyl,methylation state at CHH,ENCSR284TCU,whole-genome shotgun bisulfite sequencing,CL:0000236,B cell,primary cell,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF693KTE",7944056265,ENCODE Processing Pipeline,c57a50cbd4082bbfdf137f3ebcf6b5b2,,https://www.encodeproject.org/files/ENCFF726TSI/@@download/ENCFF726TSI.bed.gz,GRCh38,,NA,released,,,,
2480,ENCFF309GZI,bed bedMethyl,methylation state at CHH,ENCSR017BUL,whole-genome shotgun bisulfite sequencing,CL:0001054,CD14-positive monocyte,primary cell,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF251WWP",7982182131,ENCODE Processing Pipeline,837a29ded3e7611f8e88dc2057551881,,https://www.encodeproject.org/files/ENCFF309GZI/@@download/ENCFF309GZI.bed.gz,GRCh38,,NA,released,,,,
1197,ENCFF825CSJ,bed bedMethyl,methylation state at CHH,ENCSR388RMS,whole-genome shotgun bisulfite sequencing,CL:0001059,"common myeloid progenitor, CD34-positive",primary cell,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF037WIJ, ENCFF161MAN",8331160478,ENCODE Processing Pipeline,d03ce5a02d1405dc40db2a1b78c0c121,,https://www.encodeproject.org/files/ENCFF825CSJ/@@download/ENCFF825CSJ.bed.gz,GRCh38,,NA,released,,,,
1787,ENCFF731AOC,bed bedMethyl,methylation state at CHH,ENCSR079MPL,whole-genome shotgun bisulfite sequencing,CL:0000221,ectodermal cell,in vitro differentiated cells,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF041EYC, ENCFF161MAN",8071131228,ENCODE Processing Pipeline,7f0a991b3eb35d39630560c7b0beb727,,https://www.encodeproject.org/files/ENCFF731AOC/@@download/ENCFF731AOC.bed.gz,GRCh38,,NA,released,,,,
1829,ENCFF898REI,bed bedMethyl,methylation state at CHH,ENCSR093NGZ,whole-genome shotgun bisulfite sequencing,CL:0000221,ectodermal cell,in vitro differentiated cells,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF112OJY, ENCFF161MAN, ENCFF183GPO, ENCFF246UBF",8712842840,ENCODE Processing Pipeline,a856755e65ae3fc71df72ea9aa3957bd,,https://www.encodeproject.org/files/ENCFF898REI/@@download/ENCFF898REI.bed.gz,GRCh38,,NA,released,,,,
836,ENCFF570IEX,bed bedMethyl,methylation state at CHH,ENCSR457CPG,whole-genome shotgun bisulfite sequencing,CL:0000223,endodermal cell,in vitro differentiated cells,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF721YKT",8097043378,ENCODE Processing Pipeline,225cafd40c370ad216fd1891015407d5,,https://www.encodeproject.org/files/ENCFF570IEX/@@download/ENCFF570IEX.bed.gz,GRCh38,,NA,released,,,,
868,ENCFF115JMY,bed bedMethyl,methylation state at CHH,ENCSR128BHP,whole-genome shotgun bisulfite sequencing,CL:0000223,endodermal cell,in vitro differentiated cells,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF340UKL",8409493496,ENCODE Processing Pipeline,577ed5de9d686f1874b76c7c1c023bb6,,https://www.encodeproject.org/files/ENCFF115JMY/@@download/ENCFF115JMY.bed.gz,GRCh38,,NA,released,,,insufficient read length,
3406,ENCFF448RTC,bed bedMethyl,methylation state at CHH,ENCSR890UQO,whole-genome shotgun bisulfite sequencing,EFO:0002784,GM12878,cell line,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,2/23/16,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF681ASN",8564435806,ENCODE Processing Pipeline,85cf09e11e52ab423f12e002231739fb,,https://www.encodeproject.org/files/ENCFF448RTC/@@download/ENCFF448RTC.bed.gz,GRCh38,,NA,released,,,,
3414,ENCFF038HXQ,bed bedMethyl,methylation state at CHH,ENCSR890UQO,whole-genome shotgun bisulfite sequencing,EFO:0002784,GM12878,cell line,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,2/23/16,ENCODE,NA,NA,NA,2,NA,NA,NA,,,,"ENCFF003FWN, ENCFF161MAN",8466229674,ENCODE Processing Pipeline,302a5310eb7f35f04037643a0b61e734,,https://www.encodeproject.org/files/ENCFF038HXQ/@@download/ENCFF038HXQ.bed.gz,GRCh38,,NA,released,,,,
2458,ENCFF986WDE,bed bedMethyl,methylation state at CHH,ENCSR440MLE,whole-genome shotgun bisulfite sequencing,EFO:0005723,GM23248,cell line,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,10/13/15,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF079RGH, ENCFF161MAN",8530743050,ENCODE Processing Pipeline,1aba5e7af9078006fdf68b3ed976fd91,,https://www.encodeproject.org/files/ENCFF986WDE/@@download/ENCFF986WDE.bed.gz,GRCh38,,NA,released,,,,
2464,ENCFF585LNU,bed bedMethyl,methylation state at CHH,ENCSR440MLE,whole-genome shotgun bisulfite sequencing,EFO:0005723,GM23248,cell line,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,10/13/15,ENCODE,NA,NA,NA,2,NA,NA,NA,,,,"ENCFF119ELB, ENCFF161MAN",8653487710,ENCODE Processing Pipeline,dfb28740e69eaba8e3e5bb6ed7d381d7,,https://www.encodeproject.org/files/ENCFF585LNU/@@download/ENCFF585LNU.bed.gz,GRCh38,,NA,released,,,,
2597,ENCFF652NMV,bed bedMethyl,methylation state at CHH,ENCSR625HZA,whole-genome shotgun bisulfite sequencing,EFO:0005723,GM23248,cell line,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,12/4/17,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF317BCZ",8665175458,ENCODE Processing Pipeline,7217e160d9902a059c5265630ed83f5b,,https://www.encodeproject.org/files/ENCFF652NMV/@@download/ENCFF652NMV.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
2605,ENCFF240AQI,bed bedMethyl,methylation state at CHH,ENCSR625HZA,whole-genome shotgun bisulfite sequencing,EFO:0005723,GM23248,cell line,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,12/4/17,ENCODE,NA,NA,NA,2,NA,NA,NA,,,,"ENCFF161MAN, ENCFF962MLZ",8538763229,ENCODE Processing Pipeline,6a9d2d3e689f4f0b46e951cd19f0d640,,https://www.encodeproject.org/files/ENCFF240AQI/@@download/ENCFF240AQI.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
557,ENCFF417VRB,bed bedMethyl,methylation state at CHH,ENCSR617FKV,whole-genome shotgun bisulfite sequencing,EFO:0003042,H1-hESC,stem cell,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,10/13/15,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF857QML",8259677856,ENCODE Processing Pipeline,4d871f422ae152cbaf3ff07de9f63b1e,,https://www.encodeproject.org/files/ENCFF417VRB/@@download/ENCFF417VRB.bed.gz,GRCh38,,NA,released,inconsistent platforms,,insufficient coverage,
562,ENCFF086MMC,bed bedMethyl,methylation state at CHH,ENCSR617FKV,whole-genome shotgun bisulfite sequencing,EFO:0003042,H1-hESC,stem cell,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,10/13/15,ENCODE,NA,NA,NA,2,NA,NA,NA,,,,"ENCFF161MAN, ENCFF546TLK",8731316355,ENCODE Processing Pipeline,530c55ec2887a760123365a9f9b5f82b,,https://www.encodeproject.org/files/ENCFF086MMC/@@download/ENCFF086MMC.bed.gz,GRCh38,,NA,released,inconsistent platforms,,insufficient coverage,
2990,ENCFF477LSJ,bed bedMethyl,methylation state at CHH,ENCSR482VHG,whole-genome shotgun bisulfite sequencing,EFO:0003042,H1-hESC,stem cell,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF246HVP, ENCFF605YXD, ENCFF617CLA",6315929819,ENCODE Processing Pipeline,4ccffdb2c0d947a7f87a0457bad4c110,,https://www.encodeproject.org/files/ENCFF477LSJ/@@download/ENCFF477LSJ.bed.gz,GRCh38,,NA,released,high lambda C methylation ratio,,insufficient read length,extremely low coverage
2993,ENCFF528BKB,bed bedMethyl,methylation state at CHH,ENCSR482VHG,whole-genome shotgun bisulfite sequencing,EFO:0003042,H1-hESC,stem cell,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,2,NA,NA,NA,,,,"ENCFF246HVP, ENCFF415JWE, ENCFF543MGN, ENCFF628LEA",6435330266,ENCODE Processing Pipeline,94acdac5a9558c910e4bf44d19ef9cb4,,https://www.encodeproject.org/files/ENCFF528BKB/@@download/ENCFF528BKB.bed.gz,GRCh38,,NA,released,high lambda C methylation ratio,,insufficient read length,extremely low coverage
990,ENCFF071XMO,bed bedMethyl,methylation state at CHH,ENCSR744UGB,whole-genome shotgun bisulfite sequencing,EFO:0003045,H9,stem cell,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF246HVP, ENCFF528PEM",6941183739,ENCODE Processing Pipeline,f660b3ac075db8db2d640c0d44996196,,https://www.encodeproject.org/files/ENCFF071XMO/@@download/ENCFF071XMO.bed.gz,GRCh38,,NA,released,high lambda C methylation ratio,,insufficient read length,extremely low coverage
992,ENCFF665TFG,bed bedMethyl,methylation state at CHH,ENCSR744UGB,whole-genome shotgun bisulfite sequencing,EFO:0003045,H9,stem cell,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,2,NA,NA,NA,,,,"ENCFF246HVP, ENCFF980VWO",6853562606,ENCODE Processing Pipeline,cac734d34c32e9ebd8fbdfeba8660b64,,https://www.encodeproject.org/files/ENCFF665TFG/@@download/ENCFF665TFG.bed.gz,GRCh38,,NA,released,high lambda C methylation ratio,,insufficient read length,extremely low coverage
1506,ENCFF734QDJ,bed bedMethyl,methylation state at CHH,ENCSR699ETV,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF759MZT",8306006054,ENCODE Processing Pipeline,a119299c46417c3c2790c5deca71bffe,,https://www.encodeproject.org/files/ENCFF734QDJ/@@download/ENCFF734QDJ.bed.gz,GRCh38,,NA,released,,,,
2041,ENCFF587RNQ,bed bedMethyl,methylation state at CHH,ENCSR012TGL,whole-genome shotgun bisulfite sequencing,UBERON:0002084,heart left ventricle,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF246HVP, ENCFF382MFI, ENCFF501IFY, ENCFF984GJM",9179121493,ENCODE Processing Pipeline,bfeafbe7ab5d7f3543c4fa758366f786,,https://www.encodeproject.org/files/ENCFF587RNQ/@@download/ENCFF587RNQ.bed.gz,GRCh38,,NA,released,,,,
1972,ENCFF188WGW,bed bedMethyl,methylation state at CHH,ENCSR442IUA,whole-genome shotgun bisulfite sequencing,UBERON:0002080,heart right ventricle,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF151RSB, ENCFF246HVP, ENCFF732MWA",8515526930,ENCODE Processing Pipeline,b5687560d3b3dddc22a1858a9f183ee0,,https://www.encodeproject.org/files/ENCFF188WGW/@@download/ENCFF188WGW.bed.gz,GRCh38,,NA,released,,,,
3006,ENCFF474VQX,bed bedMethyl,methylation state at CHH,ENCSR550RTN,whole-genome shotgun bisulfite sequencing,EFO:0002791,HeLa-S3,cell line,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,1/9/18,ENCODE,NA,NA,NA,2,NA,NA,NA,,,,"ENCFF161MAN, ENCFF193RVP",8306997346,ENCODE Processing Pipeline,3d1778a6e80e9fb198f50c3bd1468375,,https://www.encodeproject.org/files/ENCFF474VQX/@@download/ENCFF474VQX.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
3007,ENCFF693YZN,bed bedMethyl,methylation state at CHH,ENCSR550RTN,whole-genome shotgun bisulfite sequencing,EFO:0002791,HeLa-S3,cell line,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,1/9/18,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF845VFH",8501431912,ENCODE Processing Pipeline,3a07dab1a2cbe742399a6aa97a2ae489,,https://www.encodeproject.org/files/ENCFF693YZN/@@download/ENCFF693YZN.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
3238,ENCFF816PMG,bed bedMethyl,methylation state at CHH,ENCSR351IPU,whole-genome shotgun bisulfite sequencing,CL:0000182,hepatocyte,in vitro differentiated cells,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,3/22/16,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF114CLB, ENCFF161MAN",8417902046,ENCODE Processing Pipeline,8cdc6191157dd97555af06ccebac04e9,,https://www.encodeproject.org/files/ENCFF816PMG/@@download/ENCFF816PMG.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
